signal_date,stock_code,stock_name,rank,board_score,board_streak,signal_close,t1_date,t2_date,buy_price,sell_date,sell_price,hold_days,ride_days,pnl_ratio,status,exit_reason,market_score,index_ret_20d,market_limit_up_count,concept_limit_up_count
2025-06-26,600698,湖南天雁,1,76.5,2,8.71,2025-06-27,2025-06-30,8.914349999999999,2025-06-30,9.1,2,0,0.020825971607576637,CLOSED,t2_close_exit,69,0.044003164197380595,69,5
2025-06-26,000607,华媒控股,3,67.75,1,4.51,2025-06-27,2025-06-30,4.47225,2025-06-30,4.57,2,0,0.02185700709933489,CLOSED,t2_close_exit,69,0.044003164197380595,69,0
2025-06-26,000850,华茂股份,4,67.75,1,4.65828832,2025-06-27,2025-06-30,4.475039477999999,2025-06-30,4.36469872,2,0,-0.0246569351046962,CLOSED,t2_close_exit,69,0.044003164197380595,69,0
2025-06-26,000892,欢瑞世纪,5,67.75,1,4.8,2025-06-27,2025-06-30,4.6833,2025-06-30,4.84,2,0,0.03345931287767169,CLOSED,t2_close_exit,69,0.044003164197380595,69,0
2025-06-27,603316,诚邦股份,1,76.5,2,8.17,2025-06-30,2025-07-01,,,,0,0,,SKIPPED,t1_one_word_limit_up,60,0.03076715660756779,60,5
2025-06-27,000065,北方国际,3,67.75,1,11.73,2025-06-30,2025-07-01,12.462,2025-07-01,12.09,2,0,-0.02985074626865671,CLOSED,t2_close_exit,60,0.03076715660756779,60,0
2025-06-27,000737,北方铜业,5,67.75,1,10.21265298,2025-06-30,2025-07-01,11.0103493374,2025-07-01,11.42113374,2,0,0.037308934531681645,CLOSED,t2_close_exit,60,0.03076715660756779,60,0
2025-06-30,001236,弘业期货,1,80.0,5,15.96688042,2025-07-01,2025-07-02,16.71951200175,2025-07-02,12.92937626,2,0,-0.22668937594310734,CLOSED,t2_close_exit,81,0.054694718048106994,81,0
2025-06-30,001298,好上好,2,80.0,4,22.32579192,2025-07-01,2025-07-02,23.51640906,2025-07-02,24.19774488,2,0,0.02897278314310788,CLOSED,t2_close_exit,81,0.054694718048106994,81,3
2025-06-30,600967,内蒙一机,3,76.5,2,19.274922,2025-07-01,2025-07-02,19.901879928,2025-07-02,17.3125656,2,0,-0.1301040071273412,CLOSED,t2_close_exit,81,0.054694718048106994,81,0
